username,datetime,tweet,cleaned_tweet,target,tweet_compound,fear,anger,anticipation,trust,surprise,positive,negative,sadness,disgust,joy,second/thirdperson,firstperson,sadness/loneliness,suicidal,primarysupport,troubleconcentrate,worthlessness/guilt,housing,disturbedsleep,occupational,fatigue/lossenergy,weight/appetite,agitation/retardation,topic
prcyxn,20/8/2021 4:22,just dont say that kind of stuff if youre not meaning it,not say kind stuff you not mean it,depressed,0,0,0,0,0.333333333,0,0.333333333,0,0,0,0.333333333,2,0,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,13/8/2021 13:12,i hate everyone sm,i hate everyone sm,depressed,-0.5719,0.2,0.2,0,0,0,0,0.2,0.2,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,12/8/2021 1:42,if my mom bodyshames me im gonna bodyshame her back idc,my mom bodyshames me i go bodyshame her back idc,depressed,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,7
prcyxn,11/8/2021 19:48,i have love for everyone but myself,i love everyone myself,depressed,0.3818,0,0,0,0,0,0.5,0,0,0,0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,11/8/2021 5:47,i want to drink,i want drink,depressed,0.0772,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,8/8/2021 11:28,just wanna kill myself,want kill myself,depressed,-0.6908,0.333333333,0,0,0,0,0,0.333333333,0.333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9
prcyxn,8/8/2021 11:15,woke up from a nightmare,wake nightmare,depressed,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,1/8/2021 18:47,please dont lie to me,please not lie me,depressed,0.3182,0,0.25,0,0,0,0,0.25,0.25,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,31/7/2021 10:38,i care so much and for what? nothing,i care much nothing,depressed,0.4939,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,31/7/2021 8:03,everything i do mentally drains me,everything i mentally drain me,depressed,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,31/7/2021 6:11,why do you hate me so much,you hate me much,depressed,-0.5719,0.2,0.2,0,0,0,0,0.2,0.2,0.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,30/7/2021 15:57,nothing feels real,nothing feel real,depressed,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,30/7/2021 13:55,nothing to live for,nothing live,depressed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,30/7/2021 13:54,everything is so empty and sad,everything empty sad,depressed,-0.6937,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9
prcyxn,30/7/2021 13:52,things are Bad rn,thing bad right,depressed,-0.5423,0.2,0.2,0,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,30/7/2021 13:16,thinking of death every day,thinking death every day,depressed,-0.5994,0.142857143,0.142857143,0.142857143,0,0.142857143,0,0.142857143,0.142857143,0.142857143,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9
prcyxn,30/7/2021 13:15,i dont know how to cope with my emotions,i not know cope my emotion,depressed,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,30/7/2021 13:15,imagine getting yelled and cursed at everyday bc ur mentally ill lol yeah,imagine get yell curse everyday ur mentally ill laugh yeah,depressed,0.296,0.176470588,0.176470588,0,0,0.117647059,0.058823529,0.176470588,0.117647059,0.117647059,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,30/7/2021 13:09,why do i still have friends why people are still friends with me,i still friend people still friend me,depressed,0.7351,0,0,0,0.333333333,0,0.333333333,0,0,0,0.333333333,0,2,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,28/7/2021 4:59,how did i managed to bleed through three layers of clothing,i manage bleed three layer clothing,depressed,0,0,0,0,0.5,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
prcyxn,26/7/2021 8:11,this is what untreated depression anxiety and bpd do to a mf,untreated depression anxiety bpd mf,depressed,-0.6597,0.142857143,0.142857143,0.142857143,0,0,0,0.285714286,0.285714286,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
prcyxn,22/7/2021 10:58,these feelings just come out of nowhere im tired of it,feeling come nowhere i tire it,depressed,0.3412,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,16/7/2021 6:29,why the fuck am i still alive rn,fuck i still alive right,depressed,-0.2263,0,0,0.25,0.25,0,0.25,0,0,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,10/7/2021 7:09,i literally wanna rip my skin off rn,i literally want rip my skin right,depressed,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,7/7/2021 20:32,"i have this fear and its called what if my loved ones find someone and they like them better than me and they start spending more time with them and less time with me and eventually forget, replace and abandon me????",i fear its call my loved one find someone they like them good me they start spend time them less time me eventually forget replace abandon me,depressed,0.504,0.133333333,0.066666667,0.266666667,0.066666667,0.066666667,0.066666667,0.2,0.066666667,0,0.066666667,5,5,1,0,0,0,0,0,0,0,0,0,0,9
prcyxn,6/7/2021 0:45,its been a day bleeding doesnt stop what do i do,its day bleeding not stop i,depressed,0.2235,0.25,0,0,0,0,0,0.25,0.25,0.25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,5/7/2021 3:19,i give up,i give,depressed,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,5/7/2021 1:40,i hate when people say i love you like tf no u dont,i hate people say i love you like tf no you not,depressed,0.2023,0.142857143,0.142857143,0,0,0,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,2,2,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,5/7/2021 1:24,i dont understand like did i do something wrong why are you treating me like this,i not understand like i something wrong you treat me like,depressed,-0.7446,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.181818182,0.090909091,0.090909091,0.090909091,1,3,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,5/7/2021 1:15,like ik u hate me but please at least act like u dont.. it really hurts me,like ik you hate me please least act like you not it really hurt me,depressed,0.0027,0.222222222,0.222222222,0,0,0,0,0.222222222,0.222222222,0.111111111,0,3,2,1,0,0,0,0,0,0,0,0,0,0,9
prcyxn,5/7/2021 0:18,i wish i had more friends,i wish i friend,depressed,0.7264,0,0,0,0.333333333,0,0.333333333,0,0,0,0.333333333,0,2,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,4/7/2021 19:30,nahh im not going to love again,nahh i not go love,depressed,-0.5216,0,0,0,0,0,0.5,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,7
prcyxn,4/7/2021 19:11,it just hurts,it hurt,depressed,-0.4767,0.25,0.25,0,0,0,0,0.25,0.25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9
prcyxn,3/7/2021 4:09,everything is so sad,everything sad,depressed,-0.6113,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
prcyxn,2/7/2021 7:04,i feel like cutting,i feel like cut,depressed,0.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,2/7/2021 2:36,i feel like i should distance myself from everyone and disappear for three months no one cares anyway,i feel like i distance myself everyone disappear three month no one care anyway,depressed,0.34,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,2/7/2021 2:34,no bc i have to be happy i spent my day with my best friend seeing them was so nice but im not happy rn i just wanna die??? everything feels so bad  like theres this feeling and it hurts so bad,no i happy i spent my day my best friend see them nice i not happy right i want die everything feel bad like feeling it hurt bad,depressed,-0.8515,0.128205128,0.102564103,0.076923077,0.102564103,0.025641026,0.102564103,0.153846154,0.128205128,0.076923077,0.102564103,2,6,1,1,1,0,0,0,0,0,0,0,0,9
prcyxn,30/6/2021 3:16,really need a hug rn,really need hug right,depressed,0.5233,0,0,0,0.333333333,0,0.333333333,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,28/6/2021 7:00,ive been feeling too good for the past two days it will be so bad when i start feeling down,i feel good past two day it bad i start feel,depressed,-0.1509,0.090909091,0.090909091,0.181818182,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,1,2,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,27/6/2021 13:35,where are u when i need u the most,you i need you,depressed,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,26/6/2021 0:44,i read something now im so fuckibg triggered i hate this,i read something i fuckibg trigger i hate,depressed,-0.6077,0.2,0.2,0,0,0,0,0.2,0.2,0.2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2
prcyxn,25/6/2021 20:56,im just a waste of time,i waste time,depressed,-0.4215,0,0,0.333333333,0,0,0,0.333333333,0,0.333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,25/6/2021 15:44,tomorrow will be the first and the last day of my life,tomorrow first last day my life,depressed,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,25/6/2021 10:09,my brain is so fucked up,my brain fuck,depressed,-0.7661,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,24/6/2021 1:08,i just feel so alone,i feel alone,depressed,-0.3851,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9
prcyxn,23/6/2021 19:13,feel like dying,feel like die,depressed,0.3612,0.333333333,0,0,0,0,0,0.333333333,0.333333333,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9
prcyxn,23/6/2021 19:01,there are very graphic and triggering images in my mind and i cant get them out,graphic trigger image my mind i not get them,depressed,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,7
prcyxn,23/6/2021 10:14,my heart hurts it like i cant breathe,my heart hurt it like i not breathe,depressed,-0.1531,0.25,0.25,0,0,0,0,0.25,0.25,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,9
prcyxn,23/6/2021 10:12,im the worst person alive idk why people still agree to be friends with me,i bad person alive i not know people still agree friend me,depressed,0.4019,0.076923077,0.076923077,0.076923077,0.153846154,0,0.230769231,0.076923077,0.076923077,0.076923077,0.153846154,0,3,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,23/6/2021 10:01,ive been having nightmares and im afraid to sleep now,i nightmare i afraid sleep,depressed,0,0.5,0,0,0,0,0,0.5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,22/6/2021 22:38,feel like giving up any minute,feel like give minute,depressed,0.5994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,22/6/2021 22:38,i never thought staying clean would be this hard,i never think stay clean would hard,depressed,-0.4133,0,0,0,0.333333333,0,0.333333333,0,0,0,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,22/6/2021 20:05,i try so hard but its eating me from the inside everythngs so hard i wanna keep going but it feels impossible,i try hard its eat me inside everythngs hard i want keep go it feel impossible,depressed,-0.3369,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,22/6/2021 16:20,i wanna cut cut cutttt until i stop feeling,i want cut cut cutt i stop feeling,depressed,-0.5994,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,2,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,21/6/2021 19:58,if u dont like me and dont wanna talk to me just say it to my face,you not like me not want talk me say it my face,depressed,-0.2755,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,21/6/2021 19:57,staying alive but at what cost,stay alive cost,depressed,0.2023,0,0,0.25,0.25,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,21/6/2021 19:54,feeling so worthless,feel worthless,depressed,-0.4005,0,0.25,0,0,0,0,0.25,0.25,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
prcyxn,19/6/2021 15:37,i wanna cut so badly,i want cut badly,depressed,-0.7262,0,0,0,0,0,0,0.5,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,19/6/2021 5:33,i try not to show it but i really feel like dying especially now,i try not show it i really feel like die especially,depressed,0.5672,0.25,0,0,0.25,0,0,0.25,0.25,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,9
prcyxn,18/6/2021 3:25,everything is so overwhelming i feel like crying,everything overwhelming i feel like cry,depressed,-0.0865,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,9
prcyxn,18/6/2021 3:24,ill try to stay clean until my exam day,ill try stay clean my exam day,depressed,-0.0258,0.125,0.125,0,0.125,0,0.125,0.125,0.125,0.125,0.125,0,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,17/6/2021 14:23,@slitthroatz i didnt sleep for the whole day maybe thats it????,i not sleep whole day maybe it,depressed,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,16/6/2021 14:39,i fucking hate this life,i fuck hate life,depressed,-0.6115,0.2,0.2,0,0,0,0,0.2,0.2,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,16/6/2021 3:00,im literally so afraid of gaining weight again,i literally afraid gain weight,depressed,0.4703,0.142857143,0,0.142857143,0.071428571,0.071428571,0.142857143,0.142857143,0.071428571,0.071428571,0.142857143,0,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,15/6/2021 9:48,i feel like my abandonment issues gave me a big fucking brain damage and idk if ill ever be able to overcome them,i feel like my abandonment issue give me big fucking brain damage i not know ill ever able overcome them,depressed,-0.8214,0.142857143,0.214285714,0,0,0.071428571,0,0.214285714,0.214285714,0.142857143,0,1,4,2,0,0,0,0,0,0,0,0,0,0,9
prcyxn,10/6/2021 6:51,youre all alone in the end,you alone end,depressed,-0.25,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9
prcyxn,10/6/2021 2:25,just kill me,kill me,depressed,-0.6908,0.333333333,0,0,0,0,0,0.333333333,0.333333333,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9
prcyxn,10/6/2021 2:03,i dont want to think,i not want think,depressed,-0.0572,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,10/6/2021 1:51,can someone spend time with me for once istg,someone spend time me istg,depressed,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
prcyxn,10/6/2021 1:38,so sick and tiredof being called a psychopath,sick tiredof call psychopath,depressed,-0.5563,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
prcyxn,9/6/2021 23:14,im not loved enough,i not love enough,depressed,-0.4847,0,0,0,0,0,0.5,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,9/6/2021 21:41,im so tired of feeling this way all the time,i tired feel way time,depressed,-0.3462,0,0,0.5,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9
prcyxn,9/6/2021 21:14,i keep relapsing,i keep relapse,depressed,0,0.333333333,0,0,0,0,0,0.333333333,0.333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,9/6/2021 8:01,crying in her arms rn,cry her arm right,depressed,-0.4767,0,0,0,0,0,0,0.5,0.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9
prcyxn,9/6/2021 3:52,maybe i should distance myself,maybe i distance myself,depressed,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,9/6/2021 2:48,im tired i dont wanna be mentally ill anymore where can i cancel my subscription,i tired i not want mentally ill anymore i cancel my subscription,depressed,-0.7717,0.125,0.125,0,0,0,0,0.375,0.25,0.125,0,0,4,0,0,0,0,0,0,0,0,1,0,0,9
prcyxn,5/6/2021 22:16,im the issue in everyones life,i issue everyone life,depressed,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,5/6/2021 6:51,i can feel my mood shifting and i really dont want that rn,i feel my mood shift i really not want right,depressed,-0.1281,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,5/6/2021 2:41,sorry for existing ig,sorry exist ig,depressed,-0.0772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,2/6/2021 7:06,i always want more i feel like nothing will satisfy me enough,i always want i feel like nothing satisfy me enough,depressed,0.1527,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,2/6/2021 4:07,i feel so anxious i hate it,i feel anxious i hate it,depressed,-0.7408,0.25,0.125,0.125,0,0,0,0.25,0.125,0.125,0,1,2,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,2/6/2021 3:57,the sudden urge to cut your whole body,sudden urge cut your whole body,depressed,-0.2732,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,2/6/2021 3:50,do not promise me saying well spend time together after the exam bitch ill literally kill myself after the exam,not promise me say well spend time together exam bitch ill literally kill myself exam,depressed,-0.9034,0.176470588,0.117647059,0.058823529,0.058823529,0,0.058823529,0.176470588,0.176470588,0.117647059,0.058823529,0,2,0,1,0,0,0,0,0,0,0,0,0,9
prcyxn,2/6/2021 2:15,this will probably trigger another episode i just know it,probably trigger another episode i know it,depressed,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,1/6/2021 5:03,i feel like you dont want me anymore,i feel like you not want me anymore,depressed,0.3134,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,1/6/2021 3:47,why people hate me sm what did i even do to them,people hate me sm i even them,depressed,-0.5719,0.2,0.2,0,0,0,0,0.2,0.2,0.2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,31/5/2021 4:23,everything is gray,everything gray,depressed,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
prcyxn,31/5/2021 2:19,i wanna run away,i want run away,depressed,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,31/5/2021 2:18,asking dis to myself,ask dis myself,depressed,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,31/5/2021 2:18,literally give me a reason to not kill myself rn,literally give me reason not kill myself right,depressed,0.5773,0.25,0,0,0,0,0.25,0.25,0.25,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,9
prcyxn,30/5/2021 19:15,i feel so heavy,i feel heavy,depressed,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,28/5/2021 3:36,having and experiencing feelings suck why do i love and cherish everything even though they hurt me,experience feeling suck i love cherish everything even though they hurt me,depressed,0.128,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.136363636,0.136363636,0.090909091,0.045454545,0.136363636,1,2,1,0,0,0,0,0,0,0,0,0,0,9
prcyxn,28/5/2021 3:33,im such a dumbass for being so full of love,i dumbass full love,depressed,0.2177,0,0,0,0,0,0.666666667,0,0,0,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,28/5/2021 2:52,i have so many mixed opinions about this,i many mixed opinion,depressed,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
prcyxn,27/5/2021 13:12,i had such a triggering dream oh my god,i trigger dream oh my god,depressed,0.4767,0.2,0,0.2,0.2,0,0.2,0,0,0,0.2,0,2,0,0,0,0,0,0,0,0,0,0,0,9
prcyxn,27/5/2021 8:23,that really hurt me... like a lot,really hurt me like lot,depressed,-0.2333,0.25,0.25,0,0,0,0,0.25,0.25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9
prcyxn,27/5/2021 6:00,feeling so fucked up rn,feel fuck right,depressed,-0.6361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
theragewithinme,29/12/2021 12:43,note to self : don't look in a mirror ever again u disgusting piece of shit,note self not look mirror ever you disgust piece shit,depressed,-0.7906,0.125,0.25,0,0,0,0,0.25,0.125,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
